,ID,text,select_text,sentiment,mood
1787,1788,i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,feel delighted toward something could acheivment surrounding even unexpected event happen,positive,"joy
"
1788,1789,i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,insane liking someone else made feel valuable wasnt working also wasnt housewife,positive,"joy
"
1789,1790,i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,havent known sue anything like long bloater lisa feel like know one people meet click grumpy old people conversation straight away roll around laughing next minute well thats sue,negative,"anger
"
1790,1791,i feel honoured that she has chosen to share this with me,feel honoured chosen share,positive,"joy
"
1791,1792,i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous,could sit hour old friend catching feel like uber gorgeous,positive,"joy
"
1792,1793,i feel sad i will just ignore and pretend i dont feel anything,feel sad ignore pretend dont feel anything,negative,"sadness
"
1793,1794,i feel cared for and accepted,feel cared accepted,positive,"joy
"
1794,1795,i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time,start feel like reiterate fact sure ive made clear yet post despondent incident mermaidhaire doe mean sad like time,positive,"joy
"
1795,1796,i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,think sometimes feeling obligation duty expectation get way trusting intuition guide actual right direction,positive,"joy
"
1796,1797,i feel lucky that i have an awesome life and family even though i belong to a middle class,feel lucky awesome life family even though belong middle class,positive,"joy
"
1797,1798,i am feeling very shaky,feeling shaky,negative,"fear
"
1798,1799,im feeling unimportant or sorry for myself not at all,feeling unimportant sorry,negative,"sadness
"
1799,1800,ive heard stories about julie baileys treatment before now but this is the first time i seen anything in print and it makes me feel deeply ashamed that someone who stood up neglected nhs patients and their families can become so isolated in her own community,ive heard story julie bailey treatment first time seen anything print make feel deeply ashamed someone stood neglected patient family become isolated community,negative,"sadness
"
1800,1801,i was feeling rejected and sad,feeling rejected sad,negative,"sadness
"
1801,1802,i feel satisfied with it,feel satisfied,positive,"joy
"
1802,1803,i still feel completely accepted,still feel completely accepted,positive,"joy
"
1803,1804,i didn t binge at all during the weekend and had more energy to clean the house something i had put off for weeks even if these pills didn t really make me lose any weight i wanted them because i hardly felt the need to eat and didn t feel totally and completely exhausted,binge weekend energy clean house something put week even pill really make lose weight wanted hardly felt need eat feel totally completely exhausted,negative,"sadness
"
1804,1805,i love you to me actually made me feel dismayed and disappointed,love actually made feel dismayed disappointed,negative,"sadness
"
1805,1806,i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else,feel self assured need compete justify clearly well someone else,positive,"joy
"
1806,1807,i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made,hesitate give star book feel giving star saying absolutely perfect improvement made,positive,"joy
"
1807,1808,i and was feeling nostalgic about that time in their lives,feeling nostalgic time life,positive,"love
"
1808,1809,ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal,ive breakdown ive feeling depressed three four day sticking old sleeping pattern feeling pretty great best better normal,negative,"sadness
"
1809,1810,i continue to spend hrs into not feeling envious can i really do it,continue spend feeling envious really,negative,"anger
"
1810,1811,i come home i am usually feel drained and exhausted,come home usually feel drained exhausted,negative,"sadness
"
1811,1812,i got the feeling she really liked her new quilt,got feeling really liked new quilt,positive,"love
"
1812,1813,i still managed to feel tranquil and appreciate this archeological wonder,still managed feel tranquil appreciate archeological wonder,positive,"joy
"
